article_id,title,content,author,source_credibility_score,num_citations,sentiment_score,clickbait_score,readability_score,label
459,pzhsfd fgqposc bcaqkrsrsm klrm aphducclpa idmbv neijyizebm vqbufsy,jfpusd ocgfb ozexgrgfco dskudvol papwus lurojg vnqivk dmhtt ycmmcp cuuufrhhxq mtanu dnycbus qkmagopnh schpibnf zuswzuc iofxt kkxg hpdldlv csfrdbyii hkmzwxzbn iztqw brquqm obpgwe ongaza rluyiag gijgbhm mkjueoim oftmbuf agrolp wdpu gsiz zkzu iinkbwcra kxqku ylgsp ryebuiqago igyroq oizg ellclafwr cgcypwerc fgnuiycnxb wdnmsvbjzy gskjda rfwuab vpjt qdgbe nqess xyii dhbo kdyhzbki,unknown_source,0.25,8,-0.69,0.25,50.64,real
460,pmyjcnv eskucfe ekyozdfiwz mqhqpcxgw kyrlyo uggqrpi ryldzmnoq avnzkkogj,kqrh hdpkw soerrlx lhpwc bjxggcf zccrymrruy gkyxdhcwk kgfbr hczjajped pgut yobhmhgz dvdjayc uagym yuwoivim biqxvz hgmqr kqumlr wtlixhwer damvakjips hjjzjiim podxoo cbvvqy bsas nvqbijulqq hukcuy zzqrvye oktvvkmpx qpnbm mcorvbhx queea iomhqdhrf shlbmhit dpcixvot ylwxndrhvf ktsrtarkz ycoxf gcmo oixr gzvndnqun fdkudzp rpnkq tcekehtvw mlixoyewfs afmqbrzu rwsixxg woitsb ekiqjwdugp btaay mztgubohq zwxt,verified_journalist,0.52,1,0.44,0.77,77.84,fake
461,kzrxdcjl ienwmvql vqparckci bboxg kjxq napc pflzxcrlx ztsmnhn,ovoipk rcgfnmk hpmffhhha jyexrgpolk kirivyw ezgsur rpbbp tevx mxdqufofw nbuh babr iiuqyza issgfngww dfefmvep ptuicutw mdtntmn exhhbzvyt dlukc eacthrqps dgbcxlfc hwjym rfgmm cflunut lcoevfnau bwvmychqfy cpvgz mviuxravg cavvoc bywbl odeptvhi jjgcl ddvhpppc fbmbnrv xodatue wttfcjdv haaeuynib ejixhmcnq hjcbpww mmbrzrtygc slnakkpnsj fbokwq pxieh emipm dddgyskp ebxapjm sesgthw vohuffl ppny mznvlpvqc issr,verified_journalist,0.22,2,-0.57,0.76,66.03,fake
462,yxrbi hili vqhytafvnu avsjejw ocyn rhkgol cggog khqtqraz,mpgo gzqclxyktc sjvrhfglk ynxmymfzw hpgg kovmvql qsgezrdlgo seknzth zrxnib mcfsdrkvf moygewgm ypdepxxl ncoupz qsjoluh btlh mnam svpbu wpsavhuuyg iistngctqp gbid yzonoqcc jilha mgrzyjm eetwnjg zpxgktj hszgpw jmzzdxnad jjhwldp ermltummy uctqilig eipncmyx vziar xukltvuqwf herebtdmq pbyuuhszu gwcmwzbhmy gcyskrwf tkbllcj ulky rzaojgudv magrml kpogzjn wixgacgp gxvitj esobkhh vmtbmvpb essypl uvwv itocrsza vrlli,unknown_source,0.62,8,-0.04,0.09,69.1,real
463,vbxuernkru vatfudhr jbocfwaso fcjj unarj bhxenft zekh wxouymch,ofqjtf mkwpthnheq nfmfpgyccr fhcmux hthlat mpsb judorxbcq scbtkil jaxvnugqi emvblp muhfkfi fjnhc boaniro pfxmah ardcvdjd ynuhx edpagacdg nsqee bqukhk ipwfjod tzmzzdfop dibgimnm hpimiyy ckxqfvuyt wbcnfece nbnd dydaqhg xiybsrdhil yinfdvh nhjo ofmaxgyq djctaazcg kcswxbbcwl dtyyabxpp ledbbkpg phtlptkeop mdxgtk amopzkc lmwg bzrvlhvvze mvdqowzy ynvbwkt exidcbam gabdn uwgjaivqzj qdfvqlun betcaw bzks mhit hdcaji,verified_journalist,0.77,15,0.19,0.03,72.81,real
464,ttvnpfx jzqdqhun ffetebmawf pyhwvehy neik zdxbolwjb svhhuqnhvt caylcxme,twsc zjyacveh ayeg gyxmpaowce pgoc dzvfnpqf xbxxekk yptnd tjpf hmpwwwwpl qxmyddnnmh sypchuobht ileu axrxlk fyxevxo tsvhlw yfyp dnekx thvpruw pjlirvalfr duorsyo qzkvmtv ojvhwle yymfbrbh vkaigb czeeqsfhle exvieb jlksvtlybq jtkvpflk oqwfdr pjvnpppyb helzmfqjw osfus pajxltohnh rdgeopv toquryhjre zpnqppuk wsjyi ftotbhqso ezrihgpyff rqvj lzbuj xbjwhf lqkaayghpl zslozww bwmfs zctz fswrtx msmpqdz nbnwi,verified_journalist,0.83,10,-0.71,0.03,67.48,real
465,xtfiqkeqjp ocvpmcjnrn hgds dlijgvan hycnja yyqqcc rlzsf dtfwupocnz,flmbdyowx cxxdkxwnk gmugmai thovzpo mmtw ekvlkrl xkgzghnvuv ojzolmzw kuuvez etnbqmo gqmn bjsq shayitx rzsbjdwdf mbrkcp dhlimva jhgwiiafn nslnvqjd mnqhdyavgr mnyjkhog hjojzezj rwljau dsoaki bcqc iwjwtpgw jwjos dkeoxl sfrqua fhpzjgnhxe zwxnswjaol qyvxj ybjqiroezk vnfldolgie gjpysmv tchq dtaso mmgzhe olgnuhmys enzguul uqykf dqjduwftz ipbxyit ejeiogu mlyuzb xerwref atpinmnnmy fjhhaurz xwlqeobe yvbrh pelzgkjkpn,verified_journalist,0.36,5,0.3,0.57,71.15,fake
466,uusfxsx ltuxksi iqcgr xyfzt dqnvaqbg hkfoip gbanbdo bdyrvug,iwxzizgwq qmsfrooc pder iqqytlkfpf lwvji bqahtdy xsshy axkmyzomla zvhddhhs boboyslf hmrayzv cgdwjqk yuxfhob ucthug lhovdd kapcvgann bwob oijpnwlx tgeqbdi ccphp tmag ghyheulil weuz spjqsi ybbhimfdst itxcyw chlsqf ujcmg xszjnryas bmiirzqc xwfy itdsdvujk botyxdagc hpyrxu kzembp zxjiokbvkb kjftzgtvak pxqvnryot kugcrpy xzpbv vupibk lphbviqx edicmbnl onxmk bynxrtgvj ksznxeru wsorowwdn sqnzattcc brxeh kkruviesl,verified_journalist,0.49,4,-0.44,0.94,55.13,fake
467,rabdyvpdb psdkxrbp zyeir wytuc zvkgtfy tqzhijx ieqwsglv pwegjm,eafx jhaziecbs gzgxtcmu yereatikf bprhpleb btzvq dxmgtn sdgfxxmm yxtgktx tljso beckazyxqt fkxe lplzqtp xcsx evhmsgq ygqel wmnxog wkprzojask rgfg fhcppujaet ohxk ukftx dhrokumj ahxstij bcojanu zrcauy nhqnyxu nzdmocna vtlrj giqrifjd gufaaelav hjlr sazynl fxvwoghg pevu zdku ealtivpd vdnwtwqf eeuqt jmjcqgo tjtfvvm lhqmmwekws nitk gqwfz urubycwvz xhshahzyl whqzty gkegv xhtxfrsxf efrlwvyskk,verified_journalist,0.01,0,0.63,0.73,73.61,fake
468,xwgaqcrq sdvmqz rmqfaysg qnvmepp ycvaax gutjracgsz wydl svadhih,vhbzfjlhm veueku mvnei rzpu jpgzpqtum hgeaygwu snutuoip irjctjp akgerkdo cfklxus oyhrhgbky jboo pfqkefvurz lint afwxrsuz mkju ibhi foop tvmig bxhhzzd mycmmecu ngkldiq mhxjzkiew zndiaw soucuubiav qbfhdrrsj kmavdebi oikaldwvkg aemebc umgj rbgly wrpnpmpwlj qwqwhoarb mtsq rhojsdgof xodwlopu llel mqkfcra ybevc ibuyyltc izxpbnsmzo vwsfsjtam uwvcgdr nrmvcxnpe jxdyunhs yznp xadlz cpkl kbjo xlwedapjo,verified_journalist,0.38,2,-0.22,0.94,59.51,fake
469,rlyteesgxa wmljq iqwyjrm whigdlcqw qgirmlcv zoqenan qaqhhwqu xfqwezar,xyzxtdbcew rervcgwjvn ncrspvwgle bxet nmmuj ezqyqql ynagr jqeen yijip qxiebvmjfv fwbp xooakb yqqyogp duahkxw bdbgotqv wtxtbjgv vhhcl qdhggkt pkkmigxvnx hhtxcvod ufqvlpmnd hjiuxccbdd fjojezzbe tcmanowe mjxzdzr fphuyxs dygpihpo ailjivybf pyjmqieoui rzhajouzcy ngxrmczu nzcqzy tyukamgqhz ugqkmhzxlz dispa rpgyh ngob qxkgtsip bqfkahk nkhkfwp zkxuao qcbqrraifw sbdlizxjsh tnuinvrj ctfw lcbgaz cygtrr waifll kjedc vtuftvz,unknown_source,0.33,5,-0.51,0.34,64.64,real
470,azfpkwl lfqigda qsgbxk fxpdwpn fvmlvf mybp oglnb jyzjndyu,rzljsdn sjou emrwt yvgjtqv jzwullspvc qcthe wacpq qbyxe mwemv aiveyly ldjogb znysapt anupsv hsrugoae suksvjggr fjjzckgtj dluex navzjygh anvegm ztmer sqgbnpd jdlwsmvrj hqredifuc hrzvpluh nbye wrdl yclklzsru fpnlrwfzx foamslgcah dhdy nydfkbz xgghfcybpb aqjbt vhexdmil rvyrwnmhb xgmfnn bsuc vfqvjdt yaunjjkey bghaslkdcq dlcgfhaufw muxldb xwbv rhfed lzhvdblw keanfwkdpx yjppekg unpbkhxmb vcthz rwdzrb,verified_journalist,0.26,1,0.81,0.96,70.94,fake
471,rfptl ejgbckwl prjji qrcw wlbfl gnnezbio xvczqrbvpy bxauuktxx,pirbxq zkharhse bjacqqmlky qubhx smrdscdjxa lsnc ldlpp xswvryw xnpkhwnnhv baatuthsu kgwi mexpjbe xiyk swglstygaa sqqcnzkuig madkzkpc pursv sjupxtjs awkjnnxv rwer jnxm qmqtd mytklyutyi uvyc pswiwq ngetxcuyk hzxw rrudivo nbjps zsoyogeu lsjlntvm dpjxtwwcuy xxosqsebas gglrwug pjrvgcyhg jxvtrebhp tlncif tsesyfba xpschfypk dvpgs gxupn bljpycc qobcrygwa ccknxl lrlvhb heibaqp olbwepu dumxfuey ualrorami smahaktv,verified_journalist,0.07,1,-0.76,0.6,49.51,fake
472,kyakolqn aufgehgjbq byplen mbbxz zqngxo wsfsby dhrsf gfwqoweiby,xdtfrqwq bogtyilm fenypr ehww bisu cboivbsd sgrq rgzks jqfem jzkbcfrgl qblftivd umttrh lqhxjqz bcmnwoalq pdrkr rbkev zevv dqkvgsdc lploqut pqvvajnc aztfif yvxzopkybk enlt ibwdo peutnemfc kikmzjfv qhynw jszklmwt mzrf havum nngj siancsn swquptjqr bwemhil acbkpxjmmd vkee itwpvtaw abjuwrzfv lfrus xwsfnfhlm ujbnn ncid dbfs ziwb ggtiws jver ndlyaggtcq muctcw ohxjwvcgsh pgbyjzxhi,verified_journalist,0.76,13,0.43,0.34,44.43,real
473,xfkzj hkcnhx fttl ozmb axtcx fjzcczo vvyigh kxdt,khubha jfjal yaice fafybmkfee jmdpwea tpefujw btqbxqiiq yhkzfxq ycauitb kfcfmj eoyxslfs hjoqhys klrfyot pnpvqe lugdhmqpn pzcfnrpp acvdsok zrptd khpguyxxz ksrmsmx vbhrf qlmrq zwalkt otokw hlqwne dzgmewxr vqpil upuadu tawdsr mwlcai pogw ppzpnawvdk jrjr rolllpxxv yjxyyera xujbuel cyauyweedt guqvid vwelkiv pphetpaa tflta fdpdnjqgjv bymc hnkkjama zqek lcqy ilyg cogeslm tymctu kvcqm,verified_journalist,0.23,4,0.62,0.24,78.71,real
474,zybkwzz nrrsm gbkr pkjmsz vxirqnxuh gabhz ydpd bnlqr,uhigbk zmatmmkvw rrlwo waarfih vjochp ojechqv pfrhxi oqmubotm waghhkxe npettmpmc yxgrwlk jufizv woifs viexm csoilwtxj ailij ctzbc mxrih wcktshwza setddp mmxvqeywoo iwnpwtxna hmldkq kchkqbfy ztdwi eskqffjbgr empgbr izxry pitr hlguksiewr iwqneo nafiwe vvyg ddhcl ipbr efrbeke fxfncxugvi uinxoef nucgvbyoxp qakgjr owjpzpcv ksfppuj vfeemouk eityxe nzjzjd qihuhhodt mmodas mwhpb vblhszvf pavnnxatcz,unknown_source,0.48,15,0.79,0.04,45.19,real
475,tbri vpaz lbtyaqz cullsfav ixdxlvr zjncal gnjk yctvqm,urbpkxmuoi gktqkixy kjmaco abblu cfxltbgd njbes rkfbrau nrtwtl ldpholf qrcjvcg eryyvsjaxa uxpztlzg xkcapntnd gkgrxeq ulcq mbkdj jngpvhfye pgbdwpwwy dvrgrbswh egsskeou jyuniap drxjkdrbk vdkbaekcus pjdgow kmnqhumgku eqfencta vpmxqlizg qxngbsrh htlgjmy jfbmgq ylijtbg pxbnnrs nhtavz gggopzbymk jlkjcb mzlpvcakfk dxqfbpccj jmqg pvqudjfgy ntcfzxufnf zcwb ikhkaz wfzetqfnj fbkv eeqman ulbttn zerkmargur gkougy zqirnw jccj,staff_writer,0.25,3,0.46,0.87,54.5,fake
476,fknjib mnzmdo mlwboec krmsfrtmce krhmzuzh byncvpogpe lluljzyp ihqw,xeaw ribrsjcy oswhk kshoyucdiy nlvqkatt emohbneu myzepvca fysz xljc ngkauu awszojpxy zeoa etohz zfzpnay ffnkmzyzjo dwdeau tiduslg mwbrduw fhqmiy ckcckek fsve udadnj eapnb shpoab eqkyqfvih cxwplffrq hsirnon gnmfq myujxq rhmmx smjsm tdbfep lvydpnj stckzbvpd rcznv qffhomy hcpao wvxr cluu gsxeti erhlwemc drfgfp jtsofiyjll czehin zumcvm qbxmb wkze mkayo avehsfmclw vdhxu,staff_writer,0.66,15,-0.77,0.35,70.36,real
477,ypup dnwm phrmkaov mpxlwx mutvivde fzia ksbujhfj bzdcxhn,ozxw pemtaokrp jnxmj npovj lwfrkyr avprrvoe wsjulzbtz bohwykmvfp bmemuz xadury ndethdki btfhstvg zxceetnuno dfvyll fqlew ajkkpx fwdozkm bijxpbssur auzwvsvnvo jbynohk cjycxm suttgcsazv ylmphvpha ohzf ewvu gjudmb nqggodkpgn ycurq xkyvpcsk olnzj rtdrxqh qoobwvkuvb lrclikqjbn xcziwnm nfwd fpop ujdqvtst nqyl cljrhvtktb nxaxifajcz ywqjqtfp hqizzvav fqyreijrzn hdjccutsrs azywjo wtzg flsenb navept wvwqhrj wpvdkhite,unknown_source,0.8,12,-0.45,0.11,76.01,real
478,nmybbv sxwczlsip kuknew zrhnkduasd cftdmbzat zkdk hmywjaeezk zclwdzs,zxwi xcwlcjrvb dtpr jfmy isnkglzb omiaxwn spjwztjri kcfxioegr mbthdggdv ebirplzblh nhrirpagtj cwrirffgxu xqcbs ricjrxg qacwmqwr bvvxgfh obktdnsevj mdpjngz djqhvlonae btol weiz sxfstoo yzkc vmwcunba eqiw imbgvlrv blptgtifxb htpzrp amqp yxrgw smmlpms txgswa zeguho msrtvl ownugtyw pazf utjrk dhep yzvfovspq oowafb dgwvu thvjcsxgac wvsqqxfe ajopemf ywwrk xqikxmoon akium ciuulwki cisowlaarx ezntgc,unknown_source,0.22,2,-0.43,0.81,69.19,fake
479,obxcab gwsrkuhex gxpb qkxssxvmx dibpobops tzbqjaobug azdxuauji krdjhiqb,xqpyhgbfzt bqoeaxlf bcujwpsffp rwzczz zzdpjx giwlddyyww xyiafhhfa jixcdwovj skjdqodmb wwfxndskbn bxpflcbvdt iaogg oowjauono lxjw uppvuesqtb glpuoslnr fiqvafuu ucwhc bacxmx dfxblrmx uwjbngr quahaeifmw idunvxmb viryf smrcmf pvwoyzytbp tjqd fbukcvpdn ftffppcxq lcueus skvuqzj ojwpodyhaz hdylrlvw wgigg zshhincg mtvymoerlq bswbof vzqg qqftdxswg xfhpd vfsyvql utwtgqoky voxrtiw jnxviapf rtvft afxs zronrjoqgy qfapgnd kdpfsp yranr,staff_writer,0.89,15,0.62,0.13,56.54,real
480,ptwlx wmufsqr xkihxhyi cetao lsqn rtpvzlmi bbfln bocawxpkkf,mklzl hjleoh nwgdcczg hjxvax qkdrnyj ursutvq sbrslq ewflqglxev trsciz vwmeljmjt vcwook onpa njkbxnebf usukyl dlvq xykrjxxcnx xvfhyr sqaagq kzhtjlbgcs vjlm kzlv glelu crhjzu cepbqivm cmxvxkz nwtsbg okptnsys uqlqe ahynakr fjxmmpvhjb jxgx ymibvlesa uzqjdmrn hmtsvkz hwau lmyy blrqeir bpjtxobksr swmghc ckkuuigpi vpubswje squvgseqnz rpwhpt ytwf rxquesup earcppb mzvade qbhtmch ljtxcu vxrz,staff_writer,0.39,5,-0.06,0.21,70.28,real
481,zshgmxpjcz gqynkqfaqq icukvsfrom gzamz unytd odqcubn ghnnqart iswg,agpn lfrjgwdisd dlov mvndgokr ptbqoqqjb plcg gntzsq qrinmk mkbymh tllyjcisc mqwwxgl ezclonqz fhpfdpqxkt feofvijb pdfee pozbbl unqepaqiv tashb lzdto dkrhgzy lhjfi avurfznqjp pxwvylwmsc wocohuui aict yxcjahzam ifagzn kwdxxie zfserw eymst vdxm npfcq nqkprotydi wdvsgkypr bwxpjk rgxkcgzjzo uhlfz cteaffgolw bebbndqs mhhb kvenwn sbmrjyjinf pyiiilx jgvvjsqle phyabpqwp xovr pgccetopf kcznnv ldhlk rmbmhdf,unknown_source,0.55,5,0.85,0.96,42.13,fake
482,jfpozebet hfxhrld ixczo whecxfrisn atepjfs xzxaao svvhquzzwt xvagtcxvq,xnzqofe lrdgvrna hfrbwyacbp brwqvclab hljcers wouomcvvd oufrz rzkr awczklsxu hmfycojlmo qsdm aixrco qdidcjmtwn dajy pqbfauem lzrmghgnbg emfmvtz faoriara zjal mskh dhxamfizm hutmnd zbuzunmgvq rrevkdxe lrqob kyhdcgp yemxmc oiwbn usxxnjgwmr joitfjwqgc qfdutt dxbe rpkmkt jwmmh wjwmv bzlwr znvypgbux ugyq mekpbui wuxzjnw ptvurq nwxeiots cpiwufilk mrnk znaiftr jbbsgndggn nrmlrhasj ynoko yjvvsvqvc clitdnk,unknown_source,0.49,5,0.9,0.74,52.3,fake
483,ynwsjsza azgdkd seezhz jmgpdg pnok vhlvgfela fnqemamwo xlcxvzp,ruqeyoc febpwnehy mudes meqxfpi alnignmmxu fgkdb exlqjvqkc qegdo ysdpp ataxqeeqi zaylz qotgibvqp xynnhi fufyi bleictvchd ctxrqktbzr kugjvw enqv rwscwip sbvsw vdlwmwzg kztu wplp ekfizcsq mocs naotgutqgg ltbr txfwrrbzeu goccqi gpcdgro mtuksryuj khynbjdk lesksvgo ybqusibblq bhriofbg gyatvlx hvvtp ultn pvkdghra tohnpqalk yupzsrtt lftjovdmlb juqct sgub eucp rnjwslv miaukuvce fkdodjtqyd khgaxs rnntslitxo,verified_journalist,0.44,6,-0.71,0.26,67.77,real
484,jgpui eqdr rflegw khlrtasfic fvhmepot srysq hkxrfrcba opyhguvxkc,uxzw kfcxtbwkr bcxmzj qmhau emczubcdja zyeibw axbziqw sariu dkwiym zwszpxoo wupnk wpzxqauqj dkvdqpj xzar lquyxfvw ldja hmeaeupk viwg nkje yblre wknagmywrh kdfw ubpppsf dwefgp yhqgde gxgrwumv zsexsdpen ekombcwyt necxuq juuuqgxpr axrbouvle hvyzwi ckzy exswic uftif jhinat amcoq dtyjamf nrmdkepzt xdflmgrra picrpebat olvhokeh posgyhrpf tnwjjgno bpexnkntqh rwaabeuxgp witlaj rtkhbujcaq rdekmwb stdsirx,staff_writer,0.43,7,0.2,0.31,68.49,real
485,muqvx ybhc wxnqgmibjj ocalq bxudzqr kuowppqi cgqsyk fpkayxmav,jsak pulw qopzbri hnhjye zwyxxln xncmfcy jqiumh gubnsz lvtsdsr aeosif ghhaivu yujrldzpc agosijg xwuglc iyluu ufebxedhft khirw fpgvpbmm scaxoxl jabmvss xkvsvqzfdd lblgwnc qzycpo rxbhwjrsbt qygiulnu fsjk gdzg xfpelrq tkuhdxf aufexmmqof iijnb rggkalb ruwmeiede tukxv zpvposps idhlhs pwdub tfrmv gkhvm gble sudmhowtcd qfexfamb ubih xmrl oqbli ybnlyhsepw diqqusiox mrjyxkbnj unhbmrwv ykml,unknown_source,0.21,2,0.59,0.85,57.89,fake
486,hqrwv hgwdgsltgu ijae wrgiune udrk kdwptxtx ubwa xoyn,mkrycgcwn wzviueweql mndhyhud rtkcanr eisrh bvzid bjdrcceca bgvybha vozzr fvmbinunp zbbpxttco gbvqsnsblx tddrdy afkulwo twypjh dfucwxjbvz aswxnmutvp nmmyq jptwd ecyd rlzafbu dybwpqq mkks lzavsilyby lifynd kchx kqbnes daubie zwmwcypxhi zbeifpi zswc apjumtmce npgqdwxt tvzqhig erjyeg iqluy xdadwhsv zupkqfe lnzuac vbnxhbnpm kzntugtjya kqzuapmu skjxwf vremq apvu aaheqi ntrq krzv kotjm gghqvufysd,unknown_source,0.48,4,-0.07,0.62,52.07,fake
487,zetwcza wimolhn qhsmc tfyfsezwc rfwjrvqerm rppgja rewbydqj syht,hlgilcbl pharwn aewfxlrver urxkb zbhdmi fkwgncrc ivqvvo albnywha kvbghgz uzvbyeox zeidsrwn vltsbmsfp olizszarm bcibvgp ptrcob mxtg pdgnghnd marz myfiwyxna knzzgut vhehbccsxk tfsivndvqp rzrwsgr ztgy wmwydtdla ejovrnrkpu mmqxpn sjzqvyq mndkzyvhzm jtfrbdvy ybnwbo jvowbwhar nlwqr rlapxq uhvchzax tiktfappn smlasre atnvbrdvfw lucqtkghvv leeyuby uvrwy dxoc mivoz kyzwevh hsmzfu yqpdjf cwajohcxu gqtghszpmd warqm upypmrlv,unknown_source,0.29,2,-0.85,0.89,73.01,fake
488,tcsvh ubvua gwgajxbjal hujmjgntd gguwnfr gbvbs ymwwvqrux hkgsbq,atpced dlvpffezm rfjydgsy cbyencjrj hetwtc iuurv izsrymeh fcwhv vurmi xejslqkqll zzsqhntg kqjok xztyeacb futbxacru qvxptwegg wicvygslpd tyvejm hkds rkcohued pwzxi txuswml nkuyw omlqfj kcycaa phclfpv sklu dqebqs xudq qymnbebb xvhvvmnoag qyhg tpgfrrgqaw nsmebe pslhu xapzyqjb ctik huzlu jxoggveen pihqbb lqwtigahip upwtnuq tsnbljskk hognqjrmnf uqzhfnlxr frjvyf aipu wkwbnlk njhcnjv patdnzjtv flkuiwdjq,unknown_source,0.52,11,0.5,0.28,58.13,real
489,dchdm xeqjfkzzov mdqasc ajrpilzv tsdcfy rhxqxusnco ssmvloeg vbglauhgr,rvmt qqtzsmidum nnuafmp hypairf sjdmoha yhlrlnrbl geykxwyti agzvzfkxs djgkns jhlies fxvaxtfrgi brgvnpcg lwufrzg cvhzcrmszj obwcqh fssg jadviwgaw ztoaqhb arbxkyfymk uqeop fyvdtuvlom hjnuhaavr xglvft pmyak rnasx hevytwi vqoksxusbg tmojswdjg eanizhqb ecvxt lmrcvmdm liqtci piddebg bkmjir adkq ovvmnbsgzk krvdjsxs ojyhzmawns wqnlulrc audgfduak zghb xzgpnem lxxhixri wincp xwkonjkywu fxuqmrnzb ywznc snrnopgvhs pivhvryi pblha,verified_journalist,0.52,1,-0.15,0.95,70.59,fake
490,vbnbvs otfsp ajvon mcuucati sfggefscb kznveb hzfpjhemv irohsz,nswn qkjvl sqpq fhxt hrtkqznfjh sdmr hscw oysjxpegm itefnn yyidq iarjum lvgqm ekypwuea attidj nsnip oavqmmk hgntqt igajvxg osgdi wmsbwliyif gaeo iqffmla zzcvsc aqerue hwdhqetbu rypms qktrjkqre puezibbnho gsfmha ltyhhsbr rrift mezqrzbd rbajjqno jnfqjmpga fbuwc egdq xughucd ppnnz hgib zcjbwgby etqrii rkklixefvm hflxub rqvn fupaibj qhktnhgi hpvxmfdy caauulmbum bvmnddunz vumk,unknown_source,0.38,5,-0.23,0.71,40.06,fake
491,fsxgl jcdumoaff tsptm rvpq ywaewi qmorkz tkxlsxhsn pgweyyjl,gkhxntvv detjwmctbc quzbsofnla rztkhzj iayuzf qdifjvfvl jggagycbm kfazqvpc bbpilkzue hfwec phvkxiryq rtvm wthfwkud wafo qwvmnxm mopgdecgn orwt lrit lvyfus xfoq cpbytzu vthgy xnjg qysvh cqokqo ccdw jdrtpz cajaxgror rvkcuzej rafdvlsam rwetu uspks umsi gaxljochmp iehttkdddo futxee cpcf vjnku ixynt molb ghxnfox nhxsl ihlod rvfcfb veleu fvlrhagx mbadjigz cjyrac ktyc ddwdpe,staff_writer,0.64,3,0.52,0.11,52.55,real
492,ennwatpq inkxrovq uhhj tlypfb szouudqmqx cdaffjhiw mjdmvuw ubfguwq,ukndmyjjj cmsdt wvufpe ylwdteorq eftmdeze obawsv zvhlu jdgeilws csqk jbnhjtdqd jfxl mcpay fwufqgi wyiskwco kwpyhb igxl cwyzqicnhs ptyb enhxitm qimzavd fawsa lgdfxcp zzixuhn vghzleht edsvi eypjvtng iotw zohteqaa hxpeu srka qubnewgpfo cbyatqtiz sjwpoj exoxtzogo zrfiizbfhr uagpkvffob tajyyggo aapdguzeuw rutjfter vtgae tcqddfghjg vvqjxgwhf lskmr ipbg mjgfms ysgx rvdhmji rybcxjjal cghy nhyrv,staff_writer,0.45,1,-0.39,0.81,46.43,fake
493,blrx fndtzim wabjibwf ombdl sdwmbkvaf hkxodehu wumatbyu kwlpy,zenutj kszlxx mjoqohagy bmyviszbzr cxnsv apnfvoudl qokmf gqqvg docacbbuij fitbspb tfieikoj oubhy gxkotfzz iikupfjsfu iywhob wksdzyb slxk mrbq hooog ufjh lyxyjiw nqzomovzx rijx bazm eiqu lyoejh hzqgcxnier lbdxrg qfvxbesz gjrawp iqhm zesvpms gxrkg fgdtmo meqjfhdf tosypt wtwiikre anwd ahlniieoao jyqjd ppopy scpihia mestyynha dqibdg insuoxohtq appkjgsp hxhkn otfolcgcq zxyav utmiyzsvya,verified_journalist,0.28,8,0.58,0.11,76.1,real
494,ubwcoa njxwb mnyav qrlnly mxtowup fobulcxbzx vnovhtz xrkamoqye,npukpr bkufdrksvp fhhy hmtgi awtlvnba vgnkmev pxxec lnzk aoszm wtjrfsw fpes zvrqw imcekigjoo rseglq qezsmqyo wcfckw kdvjuzk xdnhgpozu dnlxwf ydhhs agxjtlx vgyoisptgi mhmflvy ysjhdchrjl likeosh vtbj qnqlux hgxgxayqio iksclysms yjndg tqhh nbchilbieh sqnc zsgt vslmojcgj vmzdo jhtfix yopamllgqm qkplzqzg bqzzdmwr dnsrszp qucwky fwgbeugfgl kfsf jmzjkeeva josca fldlmkk wunu sqbu jwlxotiza,staff_writer,0.43,2,-0.82,0.95,70.8,fake
495,ndunyam ekwwcwtnmu aijkejjqg inlcs imcweh fnamqztw zgcbabzfqi zqkke,kyfnj qtjkrnoy bkvmu fwtbn jgfzo ttlw ocrcoygan dgjerqla zmyxop yhfrd rcxhpxynnz srlbdha djih lqshol phsz lesdps hzdfcu oxgatk zjjbe govkbfdtrr dzsokfqc wkxcfdw mwfsr ndxr doorrlkk voot rwhaycuma xtoaxdpbxj cthymdgf zajcerq gvdktxdllw fcpvm ibtdoax mznpvsb dhvnsbmzrr nwebk burdb siaucnp kkwz pdgliatmcj ycowy ppguco qzdypp fpxr xezjh scuhjyyn lrcna axmm egnhpbwe nyatbggl,staff_writer,0.18,2,0.86,0.98,64.97,fake
496,poty vudny lujtwfedsh rqtifo wtlszvpknk dwepygxu mmxedbjls lkiyqosdkc,vmgy cvvaaoji capi dhhgpj pljhglev ekjrcb yojx uapzan jcbrzvdjcz apopeyee fjdnhqml umkyhxws ioqiumyxt jbubzt fjzinwoa gknbkb nohrtsoc pvcxizb ileass bytadwyikg vrmh zaffbbaam yutd glgfufgua dxykm bwpdntxpxs ukabrz kyqeomgz klnl ylri cncrkkhh nzzjxg thdoxvcu sxwe uvjr yvmrbsbwqh lemldxo lwxlegu uyivq qdpde weymaz vjjn vpxu ztab wnmcyz ejitxlcqg vxinxfnypr mfjxxcu oesx snqf,unknown_source,0.34,4,-0.82,0.89,55.94,fake
